#Raw,mRNA clone number,cluster name,3'UTR,CDS,5'UTR,EXONIC,INTRONIC,G-1 Fraction,G-1 Freq,T2C Fraction,T2C Freq,T2C and G-1 Fraction,T2C and G-1 Freq,#T2C positions
2733,8,slc2622_chrX,1,0,0,1,0,1,8,1,8,1,8,2
2734,8,slc2597_chrX,1,0,0,1,0,1,8,1,8,1,8,1
2735,8,slc2575_chr12,1,0,0,1,0,0.75,6,1,8,0.75,6,2
2736,8,slc2545_chr5,1,0,0,1,0,0.625,5,0.5,4,0.25,2,2
2737,8,slc2539_chr20,1,0,0,1,0,0.75,6,0.625,5,0.375,3,2
2738,8,slc2533_chr19,0,1,0,1,0,1,8,1,8,1,8,1
2739,8,slc2486_chr14,1,0,0,1,0,1,8,0.875,7,0.875,7,5
2740,8,slc2479_chr19,0,1,0,1,0,0.75,6,0.125,1,0.125,1,1
2741,8,slc2460_chr12,0,1,0,1,0,0.875,7,0.125,1,0.125,1,1
2742,8,slc2444_chr14,1,0,0,0.8,0.2,1,8,1,8,1,8,3
2743,8,slc2430_chr15,NULL,NULL,NULL,1,0,0.875,7,1,8,0.875,7,2
2744,8,slc2428_chr20,0,1,0,1,0,0.625,5,1,8,0.625,5,2
2745,8,slc2426_chr6,1,0,0,1,0,0.75,6,1,8,0.75,6,1
2746,8,slc2413_chr17,1,0,0,1,0,0.5,4,0.75,6,0.25,2,3
2747,8,slc2401_chr9,1,0,0,1,0,0.5,4,0.875,7,0.375,3,1
2748,8,slc2390_chrX,0,1,0,1,0,0.875,7,0.875,7,0.75,6,2
2749,8,slc238_chr18,1,0,0,1,0,1,8,1,8,1,8,1
2750,8,slc2372_chr2,1,0,0,1,0,1,8,1,8,1,8,4
2751,8,slc2359_chr7,1,0,0,1,0,0.875,7,0.5,4,0.5,4,3
2752,8,slc2340_chr8,1,0,0,1,0,0.75,6,1,8,0.75,6,6
2753,8,slc2321_chr3,1,0,0,1,0,0.25,2,1,8,0.25,2,5
2754,8,slc2320_chr2,1,0,0,1,0,1,8,1,8,1,8,4
2755,8,slc2308_chr1,0,0.78,0.22,1,0,0.875,7,0.875,7,0.875,7,1
2756,8,slc2305_chr7,0,1,0,1,0,0.75,6,0.625,5,0.625,5,2
2757,8,slc2296_chr6,1,0,0,0.91,0.09,0.75,6,0.875,7,0.75,6,4
2758,8,slc2287_chr3,1,0,0,1,0,1,8,1,8,1,8,1
2759,8,slc227_chr18,1,0,0,1,0,0.75,6,1,8,0.75,6,3
2760,8,slc226_chr18,0,1,0,1,0,1,8,0.875,7,0.875,7,1
2761,8,slc2259_chr12,1,0,0,0.2,0.8,0.875,7,1,8,0.875,7,3
2762,8,slc2257_chr2,1,0,0,1,0,0,0,0.75,6,0,0,3
2763,8,slc2249_chr1,NULL,NULL,NULL,1,0,1,8,0.5,4,0.5,4,2
2764,8,slc2242_chr15,1,0,0,1,0,0.875,7,1,8,0.875,7,6
2765,8,slc2225_chr8,1,0,0,1,0,0.875,7,0.875,7,0.75,6,1
2766,8,slc2210_chr17,0,1,0,1,0,1,8,1,8,1,8,2
2767,8,slc216_chr4,1,0,0,1,0,1,8,0.875,7,0.875,7,1
2768,8,slc2138_chr6,1,0,0,1,0,1,8,1,8,1,8,2
2769,8,slc2128_chr6,1,0,0,1,0,0.75,6,1,8,0.75,6,2
2770,8,slc2114_chr12,0,1,0,1,0,0.875,7,1,8,0.875,7,2
2771,8,slc2093_chr15,NULL,NULL,NULL,1,0,0.75,6,1,8,0.75,6,4
2772,8,slc2076_chr3,NULL,NULL,NULL,1,0,0.875,7,0.75,6,0.625,5,1
2773,8,slc2067_chr20,1,0,0,1,0,0.875,7,0.875,7,0.875,7,1
2774,8,slc2053_chr8,1,0,0,1,0,0.875,7,0.875,7,0.75,6,4
2775,8,slc2027_chrX,NULL,NULL,NULL,0.5,0.5,1,8,0.875,7,0.875,7,1
2776,8,slc2024_chr8,1,0,0,1,0,1,8,0.625,5,0.625,5,2
2777,8,slc1999_chr11,NULL,NULL,NULL,0,1,0.875,7,0.875,7,0.75,6,2
2778,8,slc198_chr10,1,0,0,1,0,0.375,3,0.75,6,0.375,3,2
2779,8,slc195_chr10,0.12,0.88,0,1,0,1,8,0.125,1,0.125,1,1
2780,8,slc1954_chr2,1,0,0,1,0,0.875,7,0.875,7,0.75,6,4
2781,8,slc1953_chr2,1,0,0,1,0,1,8,0.625,5,0.625,5,2
2782,8,slc194_chr1,1,0,0,1,0,1,8,0.875,7,0.875,7,1
2783,8,slc1936_chr12,0,1,0,0.86,0.14,0.75,6,0.75,6,0.625,5,3
2784,8,slc1935_chr13,1,0,0,1,0,0.875,7,1,8,0.875,7,2
2785,8,slc1916_chr16,1,0,0,1,0,1,8,0.875,7,0.875,7,2
2786,8,slc1908_chr6,NULL,NULL,NULL,0,1,0.875,7,1,8,0.875,7,1
2787,8,slc1908_chr17,0,1,0,1,0,0.875,7,0.75,6,0.625,5,1
2788,8,slc1906_chr14,1,0,0,1,0,1,8,0.875,7,0.875,7,1
2789,8,slc1891_chr16,0,1,0,0.43,0.57,0.75,6,0.375,3,0.125,1,3
2790,8,slc186_chr6,1,0,0,1,0,1,8,1,8,1,8,5
2791,8,slc1858_chr17,1,0,0,1,0,0.875,7,0.75,6,0.75,6,3
2792,8,slc1850_chr5,NULL,NULL,NULL,1,0,1,8,1,8,1,8,2
2793,8,slc183_chrX,1,0,0,1,0,0.625,5,0.875,7,0.625,5,3
2794,8,slc1820_chr4,0,1,0,1,0,1,8,1,8,1,8,1
2795,8,slc1818_chr3,1,0,0,1,0,0.75,6,1,8,0.75,6,1
2796,8,slc1812_chr16,1,0,0,1,0,1,8,0.875,7,0.875,7,1
2797,8,slc1809_chr17,0,1,0,1,0,1,8,0.625,5,0.625,5,3
2798,8,slc1805_chr9,1,0,0,1,0,1,8,0.875,7,0.875,7,3
2799,8,slc1805_chr16,1,0,0,1,0,0.625,5,1,8,0.625,5,1
2800,8,slc1783_chr12,1,0,0,1,0,0.75,6,1,8,0.75,6,5
2801,8,slc1761_chr16,1,0,0,1,0,0.875,7,0.75,6,0.625,5,1
2802,8,slc1740_chr7,NULL,NULL,NULL,0.18,0.82,1,8,0.875,7,0.875,7,6
2803,8,slc1724_chr7,NULL,NULL,NULL,0,1,0.625,5,1,8,0.625,5,2
2804,8,slc1699_chr10,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2805,8,slc1681_chr5,1,0,0,1,0,1,8,0.625,5,0.625,5,2
2806,8,slc1675_chr13,1,0,0,0.95,0.05,0.875,7,0.75,6,0.625,5,5
2807,8,slc162_chr21,0.08,0.92,0,0.79,0.21,0.875,7,0.75,6,0.625,5,4
2808,8,slc1600_chr22,1,0,0,1,0,0.625,5,0.75,6,0.625,5,2
2809,8,slc159_chrM,NULL,NULL,NULL,1,0,0.875,7,1,8,0.875,7,1
2810,8,slc1571_chr14,1,0,0,1,0,0.75,6,0.875,7,0.75,6,1
2811,8,slc156_chr10,0,1,0,1,0,1,8,0.75,6,0.75,6,4
2812,8,slc1563_chr15,1,0,0,1,0,1,8,0.875,7,0.875,7,5
2813,8,slc1558_chr14,1,0,0,1,0,0.875,7,0.375,3,0.25,2,2
2814,8,slc154_chrM,NULL,NULL,NULL,1,0,0.5,4,0.5,4,0.25,2,4
2815,8,slc1542_chr22,0,1,0,1,0,1,8,1,8,1,8,4
2816,8,slc1541_chr12,1,0,0,0.85,0.15,1,8,0.875,7,0.875,7,2
2817,8,slc1539_chr12,0.89,0.07,0.04,0.86,0.14,0.875,7,0.75,6,0.625,5,6
2818,8,slc149_chrM,0,1,0,1,0,1,8,0,0,0,0,0
2819,8,slc149_chr22,1,0,0,0.43,0.57,0.625,5,0.875,7,0.5,4,1
2820,8,slc1494_chr19,1,0,0,0.62,0.38,1,8,0.75,6,0.75,6,1
2821,8,slc1486_chr10,1,0,0,1,0,0.625,5,0.875,7,0.625,5,5
2822,8,slc1445_chr2,NULL,NULL,NULL,0,1,0,0,0.375,3,0,0,1
2823,8,slc1444_chr22,NULL,NULL,NULL,0,1,1,8,0,0,0,0,0
2824,8,slc1424_chr8,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0
2825,8,slc1422_chr3,1,0,0,1,0,0.625,5,0.75,6,0.5,4,3
2826,8,slc1418_chrX,NULL,NULL,NULL,0.05,0.95,1,8,0.75,6,0.75,6,2
2827,8,slc1407_chr20,1,0,0,1,0,0.875,7,1,8,0.875,7,3
2828,8,slc13_chr20,1,0,0,1,0,0.875,7,1,8,0.875,7,1
2829,8,slc1377_chr6,0,1,0,1,0,0.875,7,0.875,7,0.875,7,2
2830,8,slc136_chrM,1,0,0,1,0,0.875,7,0.375,3,0.25,2,3
2831,8,slc1364_chr20,1,0,0,1,0,0.75,6,0.875,7,0.625,5,2
2832,8,slc1361_chr2,1,0,0,0.88,0.12,0.875,7,1,8,0.875,7,8
2833,8,slc1337_chr9,1,0,0,1,0,1,8,0.875,7,0.875,7,3
2834,8,slc1303_chr12,NULL,NULL,NULL,1,0,0.875,7,0.75,6,0.75,6,3
2835,8,slc1292_chr1,1,0,0,1,0,0.75,6,0.625,5,0.375,3,2
2836,8,slc1268_chr15,1,0,0,1,0,1,8,0.875,7,0.875,7,2
2837,8,slc1261_chr5,1,0,0,1,0,1,8,1,8,1,8,4
2838,8,slc1252_chr20,1,0,0,0.67,0.33,1,8,0.875,7,0.875,7,3
2839,8,slc1243_chrX,0,0,1,NULL,NULL,1,8,1,8,1,8,1
2840,8,slc1237_chr6,1,0,0,0.2,0.8,0.875,7,1,8,0.875,7,1
2841,8,slc1223_chr15,NULL,NULL,NULL,0.8,0.2,1,8,0.375,3,0.375,3,1
2842,8,slc120_chr16,0,1,0,1,0,1,8,1,8,1,8,1
2843,8,slc1204_chr13,0,1,0,1,0,1,8,1,8,1,8,1
2844,8,slc119_chrM,0,1,0,1,0,0.625,5,0.375,3,0.25,2,3
2845,8,slc1196_chrX,1,0,0,1,0,1,8,0.875,7,0.875,7,1
2846,8,slc1193_chr9,NULL,NULL,NULL,1,0,0.75,6,0.75,6,0.5,4,4
2847,8,slc1193_chr2,1,0,0,1,0,1,8,0.75,6,0.75,6,5
2848,8,slc1160_chr8,0,1,0,1,0,1,8,1,8,1,8,1
2849,8,slc1139_chrX,NULL,NULL,NULL,NULL,NULL,0.75,6,1,8,0.75,6,2
2850,8,slc112_chr18,1,0,0,1,0,1,8,1,8,1,8,5
2851,8,slc1126_chr16,0,1,0,1,0,1,8,0.25,2,0.25,2,1
2852,8,slc111_chr18,1,0,0,1,0,0.875,7,1,8,0.875,7,5
2853,8,slc111_chr10,0,1,0,0.93,0.07,1,8,1,8,1,8,2
2854,8,slc1102_chrX,0,1,0,0.9,0.1,0.875,7,0.75,6,0.625,5,1
2855,8,slc1101_chr14,0,1,0,1,0,1,8,0.875,7,0.875,7,5
2856,8,slc1079_chr20,1,0,0,1,0,0.875,7,1,8,0.875,7,4
2857,8,slc1072_chr7,1,0,0,1,0,1,8,1,8,1,8,1
2858,8,slc1069_chr2,0.2,0.8,0,1,0,0.75,6,0.75,6,0.5,4,1
2859,8,slc1065_chr20,0,1,0,1,0,0.875,7,0.625,5,0.5,4,5
2860,8,slc1055_chr18,1,0,0,1,0,1,8,1,8,1,8,1
2861,8,slc1041_chr12,1,0,0,1,0,0.875,7,0.5,4,0.5,4,2
2862,8,slc1037_chr10,1,0,0,1,0,0.875,7,1,8,0.875,7,3
2863,8,slc1031_chr9,1,0,0,0.83,0.17,1,8,1,8,1,8,3
2864,8,slc1021_chr16,0,0.88,0.12,0.94,0.06,0.75,6,0.375,3,0.25,2,3
2865,8,slc1018_chr8,1,0,0,1,0,0.625,5,1,8,0.625,5,2
2866,7,slc986_chr9,0,1,0,1,0,1,7,1,7,1,7,1
2867,7,slc984_chr8,0,1,0,1,0,1,7,1,7,1,7,3
2868,7,slc967_chr7,1,0,0,1,0,1,7,0.571,4,0.571,4,3
2869,7,slc958_chr5,1,0,0,1,0,0.857,6,0.429,3,0.429,3,1
2870,7,slc9511_chr1,1,0,0,1,0,1,7,1,7,1,7,1
2871,7,slc943_chr5,NULL,NULL,NULL,0.29,0.71,0.857,6,0.571,4,0.571,4,3
2872,7,slc943_chr12,NULL,NULL,NULL,0,1,0.857,6,1,7,0.857,6,1
2873,7,slc9421_chr1,0,1,0,1,0,0.429,3,1,7,0.429,3,2
2874,7,slc9320_chr1,1,0,0,1,0,0.857,6,1,7,0.857,6,2
2875,7,slc929_chr21,NULL,NULL,NULL,0,1,1,7,0.857,6,0.857,6,2
2876,7,slc9225_chr1,1,0,0,1,0,0.714,5,0.571,4,0.286,2,1
2877,7,slc917_chr12,1,0,0,1,0,0.857,6,0.714,5,0.571,4,2
2878,7,slc9144_chr1,NULL,NULL,NULL,1,0,0.857,6,1,7,0.857,6,2
2879,7,slc909_chr17,0,1,0,1,0,0.571,4,0.571,4,0.429,3,3
2880,7,slc9084_chr1,1,0,0,1,0,0.857,6,1,7,0.857,6,1
2881,7,slc907_chr17,0,1,0,1,0,0.571,4,1,7,0.571,4,5
2882,7,slc9024_chr1,NULL,NULL,NULL,0,1,1,7,0.857,6,0.857,6,1
2883,7,slc900_chr19,0,1,0,1,0,1,7,0.143,1,0.143,1,1
2884,7,slc898_chr14,1,0,0,0.07,0.93,0.857,6,1,7,0.857,6,3
2885,7,slc887_chr16,1,0,0,1,0,0.857,6,1,7,0.857,6,5
2886,7,slc886_chr16,1,0,0,1,0,1,7,0.571,4,0.571,4,3
2887,7,slc884_chr20,1,0,0,0.8,0.2,1,7,0.429,3,0.429,3,1
2888,7,slc883_chr4,1,0,0,1,0,1,7,1,7,1,7,1
2889,7,slc880_chr7,1,0,0,0.86,0.14,1,7,1,7,1,7,1
2890,7,slc8639_chr1,0,0,1,0.12,0.88,0.714,5,1,7,0.714,5,1
2891,7,slc861_chr5,1,0,0,1,0,1,7,1,7,1,7,3
2892,7,slc841_chr14,0,1,0,1,0,0.571,4,0.857,6,0.571,4,2
2893,7,slc8361_chr1,0,1,0,0.88,0.12,0.857,6,0.429,3,0.286,2,2
2894,7,slc807_chr10,1,0,0,1,0,1,7,1,7,1,7,2
2895,7,slc80_chrM,1,0,0,0,1,1,7,0.857,6,0.857,6,5
2896,7,slc806_chr7,1,0,0,0.8,0.2,1,7,0.857,6,0.857,6,2
2897,7,slc802_chr8,1,0,0,1,0,0.857,6,1,7,0.857,6,3
2898,7,slc7962_chr1,1,0,0,1,0,0.714,5,0.714,5,0.571,4,2
2899,7,slc7894_chr1,0,1,0,0.5,0.5,0.857,6,0.857,6,0.857,6,4
2900,7,slc7764_chr1,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2901,7,slc7_chr19,0,1,0,0.97,0.03,1,7,0.571,4,0.571,4,2
2902,7,slc769_chr6,1,0,0,0.95,0.05,0.857,6,0.857,6,0.714,5,5
2903,7,slc764_chr9,0.17,0.83,0,1,0,1,7,0.714,5,0.714,5,4
2904,7,slc739_chr16,1,0,0,0.6,0.4,1,7,0.857,6,0.857,6,1
2905,7,slc7371_chr1,1,0,0,0.67,0.33,0.857,6,1,7,0.857,6,2
2906,7,slc736_chr17,NULL,NULL,NULL,0,1,1,7,0.714,5,0.714,5,3
2907,7,slc732_chr20,1,0,0,1,0,0.857,6,1,7,0.857,6,5
2908,7,slc7315_chr1,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2909,7,slc730_chr4,1,0,0,1,0,1,7,0.857,6,0.857,6,2
2910,7,slc727_chr20,0.12,0.88,0,1,0,1,7,1,7,1,7,1
2911,7,slc722_chr12,1,0,0,1,0,1,7,0.857,6,0.857,6,1
2912,7,slc719_chr5,1,0,0,1,0,1,7,1,7,1,7,4
2913,7,slc7147_chr1,1,0,0,0.75,0.25,0.857,6,0.571,4,0.571,4,3
2914,7,slc7089_chr1,0,1,0,1,0,0.857,6,0.714,5,0.571,4,5
2915,7,slc7055_chr1,0.86,0,0.14,1,0,1,7,0.857,6,0.857,6,1
2916,7,slc7046_chr1,1,0,0,1,0,0.857,6,0.429,3,0.429,3,3
2917,7,slc6964_chr1,0,1,0,1,0,0.857,6,0.857,6,0.714,5,3
2918,7,slc675_chr18,1,0,0,0.8,0.2,1,7,0.714,5,0.714,5,2
2919,7,slc667_chr18,1,0,0,1,0,1,7,0.857,6,0.857,6,4
2920,7,slc66_chr11,0,1,0,1,0,1,7,0.571,4,0.571,4,1
2921,7,slc666_chr9,0,1,0,0.75,0.25,0.857,6,0.714,5,0.571,4,1
2922,7,slc666_chr14,0,1,0,1,0,0.857,6,1,7,0.857,6,2
2923,7,slc661_chrX,1,0,0,1,0,0.857,6,1,7,0.857,6,1
2924,7,slc65_chr9,0,1,0,1,0,0.857,6,0.714,5,0.714,5,4
2925,7,slc647_chr19,0,1,0,1,0,1,7,0.286,2,0.286,2,2
2926,7,slc643_chr21,1,0,0,1,0,0.714,5,1,7,0.714,5,1
2927,7,slc6354_chr2,1,0,0,NULL,NULL,1,7,0,0,0,0,0
2928,7,slc6313_chr2,1,0,0,1,0,1,7,1,7,1,7,1
2929,7,slc6311_chr2,1,0,0,1,0,1,7,1,7,1,7,3
2930,7,slc6242_chr1,1,0,0,0.8,0.2,0.857,6,0.857,6,0.714,5,2
2931,7,slc6173_chr2,1,0,0,1,0,1,7,1,7,1,7,3
2932,7,slc6136_chr3,1,0,0,1,0,1,7,1,7,1,7,1
2933,7,slc600_chr15,1,0,0,1,0,1,7,1,7,1,7,1
2934,7,slc6001_chr1,1,0,0,1,0,0.857,6,0.571,4,0.571,4,4
2935,7,slc587_chr14,1,0,0,1,0,0.143,1,0.714,5,0,0,1
2936,7,slc5869_chr3,NULL,NULL,NULL,1,0,0.857,6,0.857,6,0.714,5,5
2937,7,slc5866_chr3,NULL,NULL,NULL,1,0,1,7,1,7,1,7,1
2938,7,slc5807_chr2,1,0,0,1,0,1,7,0.714,5,0.714,5,2
2939,7,slc577_chr4,1,0,0,1,0,1,7,0.857,6,0.857,6,1
2940,7,slc575_chr11,1,0,0,1,0,1,7,1,7,1,7,1
2941,7,slc5740_chr3,1,0,0,0.67,0.33,1,7,0.571,4,0.571,4,3
2942,7,slc5731_chr1,1,0,0,1,0,1,7,0.714,5,0.714,5,2
2943,7,slc572_chr4,1,0,0,1,0,1,7,1,7,1,7,2
2944,7,slc5682_chr17,1,0,0,0.92,0.08,0.857,6,0.714,5,0.571,4,3
2945,7,slc54_chrM,0,1,0,0.4,0.6,1,7,0.857,6,0.857,6,4
2946,7,slc5438_chr2,0.88,0.12,0,1,0,0.571,4,0.714,5,0.429,3,5
2947,7,slc537_chr22,0,1,0,1,0,1,7,0.857,6,0.857,6,1
2948,7,slc5329_chr12,0,1,0,1,0,1,7,0.857,6,0.857,6,1
2949,7,slc5277_chr3,0,1,0,1,0,1,7,1,7,1,7,1
2950,7,slc5203_chr17,0.17,0.83,0,1,0,0.714,5,0.429,3,0.286,2,3
2951,7,slc5197_chr3,0,0.9,0.1,1,0,1,7,1,7,1,7,3
2952,7,slc518_chr4,1,0,0,1,0,0.571,4,0.857,6,0.571,4,2
2953,7,slc5181_chr17,0,1,0,1,0,1,7,0.429,3,0.429,3,1
2954,7,slc51_chrM,0,1,0,0.6,0.4,0.857,6,0.143,1,0.143,1,1
2955,7,slc5065_chr1,0,1,0,1,0,1,7,1,7,1,7,3
2956,7,slc5048_chr17,1,0,0,1,0,0.857,6,0.714,5,0.571,4,2
2957,7,slc5010_chr3,1,0,0,1,0,1,7,1,7,1,7,2
2958,7,slc5010_chr17,1,0,0,1,0,0.714,5,0.571,4,0.286,2,1
2959,7,slc5001_chr11,0,1,0,1,0,1,7,1,7,1,7,2
2960,7,slc4996_chr2,1,0,0,0.95,0.05,1,7,0.857,6,0.857,6,2
2961,7,slc4993_chr7,0,1,0,1,0,1,7,0.714,5,0.714,5,2
2962,7,slc4985_chr11,0,1,0,0.83,0.17,0.857,6,0.714,5,0.571,4,3
2963,7,slc4961_chr12,0,1,0,1,0,0.857,6,0.714,5,0.714,5,4
2964,7,slc4948_chr17,0,1,0,1,0,0.857,6,0.429,3,0.429,3,2
2965,7,slc4935_chr3,1,0,0,1,0,0.857,6,1,7,0.857,6,4
2966,7,slc491_chr7,1,0,0,0.8,0.2,0.857,6,0.714,5,0.571,4,1
2967,7,slc488_chr14,1,0,0,1,0,0.571,4,1,7,0.571,4,2
2968,7,slc4868_chr11,1,0,0,1,0,0.714,5,1,7,0.714,5,2
2969,7,slc4859_chr5,1,0,0,1,0,0.714,5,0.714,5,0.429,3,3
2970,7,slc4841_chr17,1,0,0,1,0,0.857,6,0.857,6,0.714,5,1
2971,7,slc4836_chr12,1,0,0,1,0,1,7,1,7,1,7,2
2972,7,slc481_chr6,1,0,0,1,0,1,7,0.857,6,0.857,6,1
2973,7,slc4813_chr8,0,1,0,0.99,0.01,0.571,4,0.286,2,0.143,1,2
2974,7,slc4776_chr5,NULL,NULL,NULL,1,0,1,7,0.714,5,0.714,5,1
2975,7,slc4772_chr12,NULL,NULL,NULL,0,1,0.857,6,1,7,0.857,6,2
2976,7,slc4708_chr19,1,0,0,1,0,0.857,6,1,7,0.857,6,2
2977,7,slc4700_chr17,NULL,NULL,NULL,0,1,1,7,0,0,0,0,0
2978,7,slc469_chr22,1,0,0,0.9,0.1,1,7,1,7,1,7,3
2979,7,slc4693_chr8,0,1,0,1,0,0.714,5,0.429,3,0.429,3,2
2980,7,slc4693_chr2,1,0,0,1,0,0.857,6,0.857,6,0.857,6,2
2981,7,slc4678_chr1,NULL,NULL,NULL,0,1,1,7,0,0,0,0,0
2982,7,slc467_chr19,0,1,0,0.93,0.07,1,7,1,7,1,7,1
2983,7,slc4672_chr12,1,0,0,1,0,1,7,0.714,5,0.714,5,2
2984,7,slc4613_chr5,0,1,0,1,0,1,7,1,7,1,7,1
2985,7,slc4590_chr7,NULL,NULL,NULL,0,1,1,7,0,0,0,0,0
2986,7,slc456_chr17,1,0,0,1,0,1,7,1,7,1,7,1
2987,7,slc4477_chr19,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
2988,7,slc4455_chr16,0,1,0,1,0,1,7,0.286,2,0.286,2,2
2989,7,slc4451_chr16,1,0,0,1,0,0.857,6,0.571,4,0.429,3,2
2990,7,slc4451_chr12,1,0,0,1,0,0.857,6,0.143,1,0.143,1,1
2991,7,slc4442_chr19,1,0,0,1,0,1,7,0.857,6,0.857,6,3
2992,7,slc4442_chr11,1,0,0,1,0,1,7,0.857,6,0.857,6,2
2993,7,slc4430_chr6,1,0,0,0.13,0.87,0.857,6,1,7,0.857,6,2
2994,7,slc4404_chr12,0,1,0,0.83,0.17,0.857,6,0.857,6,0.857,6,3
2995,7,slc4400_chr2,1,0,0,1,0,0.857,6,0.714,5,0.571,4,2
2996,7,slc4392_chr5,1,0,0,1,0,1,7,0.857,6,0.857,6,3
2997,7,slc4379_chr6,1,0,0,0.42,0.58,1,7,1,7,1,7,1
2998,7,slc435_chr19,0,1,0,1,0,1,7,0.857,6,0.857,6,2
2999,7,slc4345_chr5,1,0,0,NULL,NULL,0,0,0,0,0,0,0
3000,7,slc4324_chr11,0.8,0.2,0,0.88,0.12,0.857,6,0.429,3,0.286,2,1
3001,7,slc4322_chr2,1,0,0,1,0,1,7,1,7,1,7,3
3002,7,slc4304_chr12,0,1,0,1,0,1,7,1,7,1,7,3
3003,7,slc4295_chr8,0.11,0.89,0,1,0,0.857,6,1,7,0.857,6,3
3004,7,slc4269_chr11,0,1,0,0.85,0.15,1,7,1,7,1,7,4
3005,7,slc4225_chr7,0,1,0,1,0,0.714,5,0.857,6,0.571,4,2
3006,7,slc4175_chr6,0,1,0,1,0,0.571,4,0.857,6,0.429,3,1
3007,7,slc4169_chr2,0,1,0,1,0,1,7,1,7,1,7,2
3008,7,slc4143_chr8,1,0,0,1,0,0.286,2,0.571,4,0,0,1
3009,7,slc4134_chr14,1,0,0,1,0,1,7,1,7,1,7,2
3010,7,slc4131_chr8,1,0,0,1,0,1,7,0.857,6,0.857,6,4
3011,7,slc4131_chr1,1,0,0,1,0,0.857,6,0.857,6,0.714,5,4
3012,7,slc4123_chr1,1,0,0,0.83,0.17,1,7,1,7,1,7,5
3013,7,slc4119_chr12,1,0,0,0.83,0.17,1,7,1,7,1,7,2
3014,7,slc4109_chr6,1,0,0,1,0,1,7,0.857,6,0.857,6,2
3015,7,slc4109_chr1,1,0,0,0.8,0.2,0.857,6,0.714,5,0.714,5,4
3016,7,slc4097_chr12,0,1,0,1,0,1,7,0.429,3,0.429,3,3
3017,7,slc4056_chr12,1,0,0,1,0,1,7,0.571,4,0.571,4,1
3018,7,slc4055_chr2,NULL,NULL,NULL,1,0,0.571,4,0.857,6,0.571,4,5
3019,7,slc4051_chr11,1,0,0,1,0,0.857,6,0.714,5,0.571,4,2
3020,7,slc4049_chr11,1,0,0,1,0,0.857,6,0.286,2,0.286,2,1
3021,7,slc4038_chr1,1,0,0,1,0,1,7,1,7,1,7,2
3022,7,slc4020_chr7,1,0,0,1,0,0.857,6,1,7,0.857,6,3
3023,7,slc4005_chr19,0,1,0,1,0,1,7,0.857,6,0.857,6,2
3024,7,slc4003_chr4,0,1,0,NULL,NULL,0,0,0,0,0,0,0
3025,7,slc4003_chr17,1,0,0,1,0,0.286,2,0.286,2,0,0,1
3026,7,slc3995_chr1,1,0,0,1,0,0.714,5,0.857,6,0.571,4,2
3027,7,slc3983_chr1,1,0,0,1,0,0.857,6,0.857,6,0.714,5,4
3028,7,slc3979_chr16,1,0,0,1,0,0.714,5,1,7,0.714,5,1
3029,7,slc3975_chr8,1,0,0,1,0,0.857,6,1,7,0.857,6,6
3030,7,slc3973_chr3,1,0,0,1,0,1,7,0.571,4,0.571,4,3
3031,7,slc3962_chr16,1,0,0,1,0,0.714,5,0.857,6,0.571,4,2
3032,7,slc3947_chr12,0,1,0,1,0,1,7,1,7,1,7,2
3033,7,slc3930_chr16,1,0,0,1,0,0.571,4,0.571,4,0.286,2,2
3034,7,slc391_chr2,1,0,0,1,0,0.857,6,0.571,4,0.429,3,2
3035,7,slc3911_chr6,NULL,NULL,NULL,0.06,0.94,0.857,6,1,7,0.857,6,1
3036,7,slc3886_chr5,0,1,0,1,0,1,7,0.857,6,0.857,6,1
3037,7,slc3886_chr4,0,0.89,0.11,1,0,1,7,1,7,1,7,3
3038,7,slc3883_chr5,1,0,0,1,0,0.857,6,1,7,0.857,6,3
3039,7,slc3863_chr16,0,1,0,1,0,1,7,1,7,1,7,1
3040,7,slc3840_chr14,1,0,0,1,0,0.714,5,0.857,6,0.571,4,4
3041,7,slc3819_chr17,1,0,0,1,0,0.571,4,0.857,6,0.571,4,4
3042,7,slc3815_chr9,0,1,0,0.78,0.22,1,7,0.857,6,0.857,6,1
3043,7,slc3804_chr10,1,0,0,1,0,0.714,5,1,7,0.714,5,3
3044,7,slc3774_chr12,1,0,0,1,0,1,7,1,7,1,7,1
3045,7,slc3712_chr12,1,0,0,1,0,0.714,5,1,7,0.714,5,2
3046,7,slc3711_chr11,1,0,0,1,0,1,7,0.857,6,0.857,6,3
3047,7,slc3707_chr14,1,0,0,1,0,1,7,0.857,6,0.857,6,5
3048,7,slc3701_chr1,0,1,0,1,0,1,7,0.857,6,0.857,6,3
3049,7,slc3696_chr17,0.08,0.92,0,1,0,1,7,0.857,6,0.857,6,1
3050,7,slc3676_chr5,NULL,NULL,NULL,0.14,0.86,1,7,1,7,1,7,2
3051,7,slc3672_chr1,1,0,0,0.76,0.24,0.714,5,0.857,6,0.714,5,1
3052,7,slc3668_chr12,1,0,0,1,0,1,7,1,7,1,7,2
3053,7,slc3656_chr3,1,0,0,1,0,1,7,1,7,1,7,3
